name,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Indegree,Outdegree,NeighborhoodConnectivity
1064,0,0,0,6,0,12.16666667
3968,0,0,0.002923977,19,0,14.84210526
4372,0,0,0,7,0,12.57142857
6358,0,0,0,5,0,11.6
7811,0,0,0,2,0,11.5
349,0.248794485,0.131917384,0,2,1,16.66666667
546,4.669966682,0.136216165,0,10,10,11.95
669,0,0,0,4,0,18.25
2102,0.628937837,0.13737189,0,3,9,10.66666667
2698,4.248561757,0.135537164,0.002631579,11,9,11.75
3657,3.787266517,0.146540515,0,2,10,9.833333333
3658,1.26896439,0.126742431,0,2,10,7.583333333
3659,2.153154155,0.135032871,0.006410256,4,9,8.615384615
351,4.951372905,0.151367878,0,4,10,9.428571429
352,0,0,0,1,0,14
353,0.192327985,1,0,1,1,7.5
354,2.979060245,0.160351219,0,2,10,10.41666667
355,1.652307234,0.146796696,0,3,10,12.61538462
356,0.004873821,1,0,2,1,11.33333333
357,5.160470242,0.15346987,0.001976285,14,9,12.7826087
358,2.322943711,0.140485837,0.005494505,4,10,13.71428571
359,0,0,0,5,0,17.8
360,0,0,0,1,0,14
3687,0,0,0,1,0,2
980,0,0,0,2,0,11
1054,5.233157817,0.136541895,0,5,9,10.35714286
1982,1.658870099,0.149688041,0,2,10,11.5
2951,0,0,0,2,0,11
3660,0,0,0,1,0,12
3661,2.518562911,0.148865908,0,4,10,15.71428571
3662,0.56252993,0.14364539,0,1,10,8.454545455
3663,1.338846218,0.162271229,0,4,10,47
3664,1.822788089,0.147950459,0,2,10,14.25
1619,0,0,0,3,0,14.66666667
1683,0,0,0,7,0,13.42857143
2286,4.063152033,0.125658368,0,7,9,9.6875
2730,0,0,0,1,0,13
2731,0,0,0,3,0,12.66666667
2732,0,0,0,8,0,12
539,0,0,0.011111111,10,0,12.2
1137,0,0,0,4,0,13.5
1550,0,0,0,4,0,14.5
1670,0.700259862,1,0.004166667,6,10,11.4375
3092,1.329029926,0.153530392,0.016483516,4,10,35.71428571
3665,2.17680612,0.163860723,0.03030303,2,10,56.91666667
3666,0,0,0,1,0,23
3667,9.210089093,0.161564145,0.004166667,6,10,38.875
3668,0,0,0,4,0,16
2137,1.689101852,0.137187065,0.003267974,8,10,13.94444444
3128,0.737361111,0.142548057,0,1,9,7.1
3673,0,0,0,1,0,14
3674,0,0,0,3,0,13.66666667
3675,0.949532237,0.121598024,0,4,8,6.75
3676,0,0,0,4,0,11.75
362,3.760121062,0.132622093,0,4,10,9.285714286
363,0,0,0,11,0,14.27272727
364,0,0,0,5,0,12.2
365,3.550055244,0.147139667,0,4,10,8.5
366,0,0,0,1,0,14
367,0,0,0,3,0,12.33333333
368,0.164182239,1,0,6,1,19.85714286
369,0,0,0,3,0,13.66666667
370,1.662370286,0.133661049,0,4,9,13.23076923
371,0,0,0,2,0,14.5
372,0,0,0,3,0,19.33333333
633,0,0,0,14,0,13.07142857
1154,0,0,0,2,0,14
2234,3.45603422,0.161062846,0,3,9,12.25
2284,0,0,0,5,0,13
3010,0,0,0,4,0,27
3695,0.354602516,0.136714074,0,1,10,9.909090909
3696,3.158438252,0.148437635,0,3,10,14.07692308
3697,0,0,0,1,0,14
3698,0,0,0,2,0,12.5
3670,0,0,0,3,0,10
712,0,0,0,8,0,14
912,4.25467159,0.148004147,0,6,10,11.25
1118,0,0,0,10,0,13.6
2338,0,0,0,2,0,13
2876,0,0,0,7,0,14
3671,0,0,0,3,0,19
3672,0,0,0,1,0,13
373,2.810975205,0.160905504,0,2,10,13.5
374,2.961236005,0.165927275,0.023809524,5,10,51.6
375,0,0,0,10,0,12.3
376,4.310621926,0.144679054,0,8,10,10.22222222
377,6.262976578,0.152053117,0.003267974,9,9,15.44444444
378,1.716408981,0.123414986,0,5,10,7.533333333
379,0,0,0,5,0,10.4
380,0,0,0,2,0,13.5
381,0.788488896,0.159794776,0,2,10,47.75
382,1.048062716,0.142401117,0,3,10,10
383,9.31309221,0.166223533,0.00877193,9,10,13.94736842
1346,6.654208196,0.154605679,0.003676471,7,10,11.64705882
3295,0,0,0.083333333,4,0,20
3688,0.332791576,0.132165728,0,1,1,18.5
3689,0,0,0,8,0,14.875
3690,0,0,0,7,0,12.71428571
3691,0,0,0,5,0,12.6
3692,0,0,0,5,0,18.2
3693,0,0,0,1,0,18
3694,2.973434344,0.155619754,0,2,10,25.91666667
621,4.89754312,0.158781654,0.009803922,8,10,41.11111111
825,0,0,0.00877193,19,0,15.36842105
1079,0,0,0,5,0,14.4
2094,2.283639499,0.151287667,0,2,10,11.16666667
2953,0,0,0,2,0,14
3677,0,0,0,1,0,18
3678,7.882593396,0.161238705,0.014705882,4,13,13.23529412
3679,1.291296221,0.129762897,0,3,1,16.25
1699,0,0,0,4,0,15
1847,0,0,0,5,0,8.4
3680,0,0,0,4,0,13.25
3681,0,0,0,2,0,14
3682,0,0,0,7,0,12
3683,0,0,0,3,0,11.33333333
3684,2.786524708,0.140679664,0,2,9,8
3686,0,0,0,1,0,12
1358,6.174593607,0.15008148,0,7,9,12.6875
1861,0,0,0,13,0,16.76923077
2790,0.18946118,0.708333333,0,2,10,8.25
2805,3.420223945,0.139227543,0.004761905,12,9,12.47619048
3034,2.901063657,0.150810839,0.016339869,8,10,12.22222222
3703,0,0,0,2,0,12
3704,0,0,0,5,0,16.6
1881,0,0,0,7,0,16.28571429
2341,1.502947932,0.162860565,0,4,10,45.78571429
2558,8.110885597,0.162458982,0,8,10,11.83333333
2938,0.87866105,0.123904175,0,1,10,5.818181818
3718,0.530729166,0.155962635,0.007575758,2,10,32.58333333
3719,10.02124206,0.156287065,0.025641026,5,8,23.84615385
3720,0,0,0,6,0,15
3721,3.571369754,0.163632195,0.0125,6,10,37.5625
384,0.375871756,0.160676096,0.072727273,1,10,67
660,0,0,0,19,0,16.52631579
2361,0,0,0.015151515,12,0,20.16666667
2432,10.99364681,0.143686356,0,17,10,15
3081,5.36542848,0.159806702,0.003676471,7,10,48.41176471
3699,1.28078389,0.139324929,0,4,10,17.5
3700,6.128847753,0.149926481,0.011029412,7,10,19.29411765
3701,6.435779932,0.141280681,0,5,10,15.26666667
3702,0,0,0,3,0,40.66666667
1939,0,0,0.010989011,14,0,18.78571429
2190,0,0,0,4,0,24.5
3709,0,0,0,5,0,24.8
3710,12.43615323,0.160132369,0.004166667,6,10,14.625
3711,9.667674036,0.148329668,0.00952381,5,10,12.93333333
3712,3.772374286,0.146300219,0,4,10,14.64285714
3713,0,0,0,5,0,23
400,0,0,0.004166667,16,0,15.8125
1694,0,0,0,6,0,22.5
3733,6.455627964,0.137026845,0,12,10,13.27272727
5842,0,0,0,1,0,69
5843,0,0,0,7,0,20
5844,0,0,0,4,0,24.25
5845,10.81136035,0.154424492,0,1,10,29.09090909
1298,0,0,0.010989011,14,0,18.78571429
1098,0,0,0,8,0,17.375
1259,0,0,0,7,0,19
1551,6.162372494,0.151920962,0.021978022,4,10,15.28571429
3079,14.20054692,0.157228086,0,7,10,15.82352941
3753,0.035983209,1,0,1,1,31.5
3754,0,0,0,1,0,57
3755,0,0,0.5,2,0,35.5
2218,4.438622951,0.161162856,0.027472527,4,10,53.71428571
2297,0,0,0.002631579,20,0,13.6
3705,0,0,0,1,0,49
3706,0,0,0,2,0,31.5
3707,0,0,0,4,0,22.5
3708,0,0,0,9,0,17.88888889
394,0.350843789,0.108677723,0,1,7,9.25
396,0,0,0,5,0,12
397,0,0,0,3,0,11.66666667
399,0,0,0,3,0,12.33333333
401,1.425938271,0.121847126,0,4,10,8.857142857
1431,0,0,0,14,0,11.42857143
1961,0,0,0,6,0,12.33333333
2837,0,0,0,3,0,13.66666667
3722,2.351920995,0.13148603,0.010989011,6,8,11.92857143
3723,0,0,0,2,0,14.5
402,1.531820994,0.141120063,0.006410256,3,10,9.307692308
403,4.235181746,0.152066615,0.004761905,5,10,9.866666667
404,0,0,0,1,0,13
405,0,0,0,4,0,13
407,0.006654706,0.666666667,0,2,1,13.66666667
408,2.850260294,0.154790089,0.005494505,4,10,15.42857143
409,0,0,0,1,0,13
865,1.114243994,0.140658871,0,3,10,8.230769231
3714,0,0,0,3,0,14
3715,0.420536594,0.126691813,0.018181818,1,10,11.09090909
3716,0,0,0,5,0,13
3717,0,0,0,1,0,15
464,0,0,0.033333333,6,0,15.66666667
870,0,0,0,6,0,13.33333333
2179,0,0,0.033333333,6,0,13.66666667
3257,6.71872691,0.153148804,0.003076923,16,10,12.34615385
4520,0,0,0,4,0,14.5
5958,2.808710263,0.164774913,0.057692308,3,10,57.92307692
6097,2.326964967,0.151432107,0.003676471,7,10,30.23529412
410,2.943377464,0.163009345,0.005494505,4,10,10.92857143
411,4.04722763,0.162090044,0,4,10,12.42857143
412,0,0,0,1,0,14
413,0,0,0.033333333,6,0,13.83333333
414,0,0,0,10,0,11.9
416,1.051793322,0.132198367,0,4,4,14.25
417,0.613888498,0.160078497,0.015151515,2,10,46.5
418,2.777621184,0.163522853,0.003676471,7,10,12.35294118
590,1.495611205,0.154282626,0,3,9,30.08333333
687,10.93469695,0.161093139,0,14,10,12.91666667
2082,2.069443964,0.145260587,0,4,10,8.142857143
2135,5.111801515,0.145371533,0,7,10,11.52941176
3735,11.00675049,0.167730691,0,2,10,20.41666667
3736,0,0,0,1,0,14
3737,0,0,0,3,0,12.66666667
3738,0,0,0,3,0,14
2163,0,0,0,10,0,12.5
2501,0,0,0,3,0,16
3724,0,0,0,1,0,20
3725,0,0,0,1,0,20
3726,0,0,0,1,0,20
3727,6.063210404,0.151426753,0.009090909,1,10,16.81818182
3728,3.579445097,0.149385192,0.007575758,2,10,12.91666667
3729,0,0,0,3,0,15.66666667
3730,0,0,0,8,0,14.5
2642,6.915182221,0.152277495,0,9,10,9.789473684
3731,0,0,0,2,0,7
3732,0,0,0.009090909,11,0,12.45454545
3734,7.510444839,0.138958742,0.003448276,12,18,10
697,2.682520356,0.149661885,0.037878788,4,8,11.83333333
1516,6.736630582,0.167144781,0,6,10,14.125
1900,2.60280873,0.16177165,0,7,10,47.58823529
3743,1.530839549,0.148319393,0,5,10,11.06666667
3744,0,0,0,1,0,17
450,2.570134908,0.137064123,0.002923977,9,10,9.947368421
1093,3.879208116,0.13285455,0,11,10,12.0952381
1334,2.651428154,0.122123364,0.00952381,5,10,8.8
2728,7.776887674,0.156595667,0.002923977,9,10,13.36842105
2880,1.734589688,0.130977322,0,7,10,10.52941176
3739,0,0,0,6,0,11.16666667
3740,5.272986002,0.153886234,0.007352941,7,10,12.94117647
3741,3.757002168,0.148396486,0,3,9,11.08333333
3742,2.33829693,0.14733456,0,2,10,10.58333333
420,2.005405848,0.148180827,0,7,10,8
421,0,0,0,5,0,25.6
422,0,0,0,2,0,11
423,0,0,0,2,0,13.5
425,0,0,0,1,0,17
427,0,0,0,3,0,14
428,2.658628187,0.16490816,0,2,9,12.09090909
429,0,0,0,1,0,17
430,2.002059971,0.151756764,0,5,8,15
1351,3.914157259,0.157708667,0,3,10,9.692307692
1469,0.297249796,1,0.007575758,7,5,10.33333333
3320,3.223943841,0.163077626,0,7,10,14.88235294
3748,1.435724055,0.152410271,0,2,10,9.083333333
3749,1.466243083,0.150057816,0,2,10,10.66666667
3750,0,0,0,2,0,12
3751,2.17698302,0.16177165,0.007575758,2,10,13.75
3752,0,0,0,3,0,14
2096,0,0,0,8,0,14.25
2483,2.512817781,0.13875164,0,5,9,10.14285714
3745,0,0,0,5,0,13.4
3746,2.363932425,0.152126035,0.008333333,6,10,13.125
3747,0,0,0.013888889,9,0,12.33333333
431,0.564244249,0.152556864,0,1,9,7.9
432,2.089135995,0.123612695,0,12,1,13.30769231
433,0,0,0,2,0,11.5
434,3.563562531,0.167802986,0,5,10,47.73333333
435,0,0,0,2,0,13
436,0,0,0,5,0,11
437,1.783776157,0.146182861,0,5,10,11.33333333
438,0,0,0,3,0,17
439,0,0,0,2,0,11.5
440,0.37389422,0.147891701,0,1,10,7.272727273
7599,3.034726364,0.151611704,0.011029412,7,10,13.05882353
1531,18.19179636,0.154997376,0,6,10,15.0625
2084,2.378220177,0.138401874,0.005494505,5,9,10.14285714
3159,0,0,0,8,0,14.375
3756,1.327880286,0.154792887,0,1,10,12.81818182
3757,0,0,0,16,0,13.9375
3758,0,0,0,7,0,13.71428571
3759,0.678161055,0.130276067,0,4,7,11.54545455
2133,0,0,0,4,0,12
2247,0,0,0,13,0,12.61538462
3760,3.512087046,0.16669586,0,2,10,10.5
3761,2.828219328,0.149088757,0,5,10,13.2
3762,0,0,0,3,0,12.66666667
3763,0,0,0,1,0,11
3764,0,0,0,5,0,9.8
3765,0,0,0,4,0,15
3766,0,0,0.023809524,7,0,22.85714286
3767,0,0,0.033333333,6,0,11.83333333
441,4.770146482,0.151418722,0.00952381,6,9,11.13333333
442,0,0,0,1,0,15
443,7.931046701,0.14523103,0.005,15,10,12.24
444,1.145979876,0.153028408,0,1,10,11.72727273
445,3.496018781,0.144710832,0.004166667,6,10,15.25
446,0,0,0,1,0,15
447,0,0,0,5,0,13.2
448,0,0,0,1,0,15
449,5.022784883,0.158605237,0.010989011,4,10,11.78571429
2311,10.24894521,0.147927461,0.001976285,13,10,12.04347826
2901,0,0,0,8,0,15.375
3768,0,0,0,1,0,25
3769,1.706525904,0.13264674,0,3,10,8.538461538
3770,0,0,0,2,0,18
3771,0,0,0.5,2,0,18
3772,0,0,0,1,0,25
1422,0,0,0,5,0,13.4
1536,0,0,0,1,0,11
1537,0,0,0,9,0,12.33333333
1538,0,0,0,7,0,18
1539,0,0,0.013888889,9,0,17.66666667
1540,0,0,0.083333333,4,0,14
1541,5.712769976,0.164303938,0.004166667,6,10,14
1542,2.098403812,0.143124509,0.006535948,8,10,12.38888889
1543,2.722929993,0.141394965,0.005263158,11,9,13.4
1016,0,0,0,5,0,14.8
1017,0,0,0,3,0,14.66666667
1411,0,0,0,1,0,16
1412,0.046576535,1,0,1,1,9
1413,0,0,0,1,0,16
1415,0,0,0,3,0,12.66666667
1416,0,0,0,1,0,16
2300,2.932807892,0.156661545,0.007352941,7,10,15.05882353
4473,0,0,0.013888889,9,0,16
5610,2.775309032,0.165404967,0,5,10,44.13333333
5857,4.527967977,0.158555323,0,5,10,13
6901,0,0,0,3,0,12
7091,1.958590441,0.14825521,0,2,10,8.666666667
7092,0,0,0,3,0,11.66666667
7093,0,0,0,1,0,14
452,0,0,0,8,0,12.125
453,0.015971161,1,0,3,1,10.5
454,0,0,0,1,0,19
455,0,0,0,9,0,14.33333333
456,0,0,0,4,0,28
457,0,0,0,3,0,17.33333333
458,1.243881372,0.123898798,0.003676471,7,10,11.35294118
459,8.204804193,0.149795376,0,13,9,12.31818182
3920,0,0,0,2,0,9.5
542,2.518932376,0.141285342,0,4,10,10.21428571
1221,0,0,0,6,0,14.33333333
1588,0,0,0.009090909,11,0,12.36363636
3055,0,0,0,2,0,14
3132,0,0,0,3,0,12.66666667
3774,0,0,0,10,0,17.8
3775,0,0,0,10,0,11.7
698,4.687119816,0.151268964,0.011029412,7,10,12.23529412
2360,0,0,0,9,0,16.88888889
2494,1.352410495,0.132031262,0,5,10,13
3784,7.261365852,0.151969482,0.002923977,9,10,11.89473684
3785,8.844825488,0.16232351,0.002631579,10,10,35.4
3786,0,0,0,9,0,13.22222222
1479,0,0,0,6,0,12.83333333
1692,0,0,0.022727273,12,0,13.91666667
5707,0,0,0,7,0,15.14285714
8472,4.699911093,0.161564145,0.009090909,1,10,11.90909091
461,1.877054468,0.130274085,0.003267974,8,10,9.444444444
462,0,0,0,11,0,14
463,0,0,0,1,0,18
465,0,0,0,1,0,18
466,0.345276063,0.130577958,0,1,1,25
467,0.004198508,1,0,1,1,17
470,4.077632526,0.143708054,0.011029412,8,9,10.94117647
1673,0,0,0.004166667,16,0,13.3125
1478,0,0,0.002923977,19,0,13.52631579
2282,0,0,0,6,0,12.66666667
3776,6.524757352,0.151856317,0.010989011,4,10,11.21428571
3777,0,0,0,1,0,17
3778,0,0,0,4,0,15.25
471,0.979886165,0.140451281,0,1,10,8.545454545
472,0,0,0,5,0,12.8
475,0.600722664,0.094012403,0.003267974,9,9,11.22222222
476,1.27584168,0.156076316,0,2,10,11.75
477,0.272397512,1,0,8,5,12
478,0.470730838,0.11998319,0,4,10,9
479,0,0,0,2,0,11.5
480,0,0,0,3,0,34.33333333
2966,0,0,0,4,0,15
3779,0,0,0,8,0,13.125
3780,0,0,0,5,0,14.4
3781,1.795777861,0.137687683,0,3,8,10.90909091
3782,0,0,0,1,0,17
3783,0,0,0,3,0,13.66666667
1059,0,0,0,4,0,12.75
2700,0,0,0,4,0,16.25
3246,0,0,0.013888889,9,0,19.77777778
3806,0,0,0,6,0,23.5
3807,0,0,0,4,0,15
764,4.167678458,0.165561634,0,6,10,44
1404,1.355916359,0.120396401,0.014285714,5,10,7.266666667
3157,0,0,0,6,0,14.83333333
3787,1.873640838,0.15236689,0,2,10,10.58333333
3788,0,0,0,4,0,14.5
3789,0,0,0,3,0,12.33333333
3790,1.900668296,0.150773672,0,6,10,11.875
3995,0,0,0,4,0,12
7127,0,0,0,3,0,11.66666667
653,0,0,0,9,0,13.11111111
1868,0,0,0,9,0,14.55555556
2222,0,0,0,8,0,10.875
2529,0,0,0,4,0,12.75
3791,0,0,0,1,0,14
3792,0,0,0,4,0,15
3793,0,0,0,3,0,16.66666667
482,0,0,0,1,0,15
483,0,0,0,2,0,15
484,6.1113103,0.140776779,0,8,10,14.38888889
487,0,0,0,2,0,14
488,0,0,0,1,0,15
489,0,0,0,4,0,13.25
2196,0,0,0,5,0,12.6
4256,2.110163776,0.122166912,0,8,1,13.33333333
4506,0,0,0.017857143,8,0,11.875
6129,0,0,0,1,0,18
6130,0,0,0,3,0,13.33333333
6131,0,0,0,1,0,18
6132,0,0,0,2,0,17
490,0.343071511,0.135683168,0,1,10,8.363636364
491,0.680992683,0.136544072,0,4,10,13.71428571
493,0,0,0,2,0,10.5
494,0.192771209,1,0.083333333,2,2,7.25
495,0,0,0,5,0,12.6
496,0,0,0,2,0,11.5
497,0,0,0,5,0,12
498,2.454873136,0.136487499,0.005263158,10,10,14.9
499,0,0,0,6,0,12.33333333
718,0,0,0,10,0,14.6
2087,0,0,0,9,0,13.88888889
2265,0,0,0,7,0,18.14285714
3794,0,0,0,2,0,14
3795,2.488322877,0.118597599,0.006153846,16,10,10.42307692
3796,0,0,0,1,0,14
3797,0,0,0,4,0,18.25
3798,0,0,0,3,0,12.33333333
3936,0,0,0,1,0,4
1188,0,0,0.023809524,7,0,13.85714286
2279,0,0,0,10,0,13.9
3799,0,0,0.023809524,7,0,17.71428571
3800,0,0,0,3,0,15
3801,3.164722132,0.149539074,0,7,9,20.8125
3802,0,0,0,5,0,13.8
3803,0,0,0.016483516,14,0,17.57142857
500,3.211501503,0.139861853,0,4,10,12.42857143
501,0,0,0,12,0,12.16666667
502,0,0,0,10,0,14.7
503,1.560916038,0.144830735,0.017857143,3,5,12.875
504,0,0,0,4,0,12.5
505,0,0,0,12,0,13.08333333
506,0,0,0,10,0,18.9
507,0.214410177,1,0.013888889,4,5,11
508,4.899845711,0.155115272,0,5,13,11.33333333
510,0,0,0,7,0,16.57142857
1891,0,0,0,11,0,12.36363636
2289,0,0,0,10,0,12.3
3804,0,0,0.05,5,0,11.2
3805,8.555356779,0.153464371,0.009803922,8,10,10
551,0,0,0.010989011,14,0,16.78571429
2295,0,0,0,5,0,18.8
2563,0,0,0,6,0,11.33333333
2564,0,0,0.035714286,8,0,13.125
686,0.017813115,1,0.002923977,18,1,13.42105263
3263,0,0,0,3,0,13.33333333
3310,0,0,0,4,0,14.25
3925,0,0,0,1,0,18
3926,0,0,0,9,0,13.11111111
3927,6.062839108,0.156994648,0,8,10,12.05555556
3928,0,0,0,8,0,16.5
3929,0,0,0,4,0,13.5
3930,4.174408269,0.143587594,0.004166667,8,8,13.9375
680,0,0,0,6,0,16.83333333
2363,0,0,0.011111111,10,0,16
2706,0,0,0,5,0,16.4
3931,0,0,0,2,0,21.5
3932,0,0,0,1,0,32
3933,0,0,0,5,0,14.8
3934,0,0,0,1,0,32
3935,0,0,0,4,0,17.5
511,0,0.145146822,0,0,10,5.6
512,0,0,0,1,0,10
513,0,0,0,4,0,15
514,0.155907179,0.144714184,0,1,10,9.272727273
515,0,0,0,6,0,14.33333333
516,0,0,0,2,0,11
517,0,0,0,1,0,10
518,0.689269879,0.144070648,0,2,10,9.75
519,0,0,0,8,0,14.75
520,0.325062807,0.155836123,0,1,8,16
1625,0.19440109,0.666666667,0,5,1,10.16666667
2162,0,0,0,3,0,11
3808,0.012844352,1,0,10,1,11.63636364
3809,0.013250667,0.108220788,0,1,4,9.4
3810,0.54063065,0.161832465,0.009090909,1,10,13.90909091
3811,0,0,0,4,0,12.5
3812,0.428027984,0.146555559,0,2,5,15
3813,0,0,0,1,0,12
3814,3.181445266,0.139866421,0,3,10,11.46153846
3815,0,0,0,3,0,11.66666667
2734,0,0,0,8,0,11.375
3214,4.940292821,0.153425884,0.003676471,8,9,12.52941176
521,7.319873165,0.164445895,0,6,10,12.375
522,3.263663974,0.15366812,0,4,10,11.21428571
523,6.752865545,0.160441331,0.003676471,7,10,13.29411765
524,10.29302543,0.162699694,0,8,10,10.33333333
526,0,0,0,4,0,11
527,0.153996909,0.123255145,0,1,5,9
528,0.089698782,0.127417435,0,1,1,20
529,2.284288936,0.149164054,0,4,5,12.11111111
2069,0,0,0,5,0,15.4
2696,6.865328876,0.155095611,0.008333333,6,10,11.5625
3164,0.496578808,0.139973852,0.027777778,2,7,11.77777778
3824,0,0,0,5,0,10
3825,0,0,0,2,0,10
3826,0,0,0,7,0,14.85714286
3827,0,0,0,1,0,14
921,0,0,0,10,0,14.7
1667,1.351405963,0.146230281,0,3,10,11.15384615
1776,3.909104241,0.157239632,0,5,10,11.13333333
3307,1.329483262,0.154711801,0.016483516,4,10,33.57142857
3828,0,0,0,2,0,15
3829,3.709601722,0.140478924,0,3,10,8.769230769
1268,5.655298479,0.164689369,0,2,10,11.58333333
1609,2.034418295,0.126247365,0,2,10,7.333333333
3816,0.936552108,0.145631068,0.015151515,2,10,10.91666667
3817,3.685124636,0.161826667,0,2,10,15.91666667
3818,1.960653185,0.154427276,0,2,10,11.91666667
3819,0,0,0,1,0,18
3820,0.700222701,0.141797593,0.009090909,1,10,9.454545455
3821,0,0,0,1,0,18
3822,1.934509466,0.146495399,0,1,10,10
3823,0,0,0,1,0,18
1500,5.49142442,0.140501969,0,6,9,11.06666667
995,4.923329206,0.146003443,0.003623188,15,9,11.58333333
3243,2.488054369,0.168178605,0,3,10,58.46153846
3834,0,0,0,1,0,9
3835,0,0,0,5,0,10.4
3836,6.44511011,0.152505253,0.008333333,6,10,14.3125
530,4.051089121,0.136912945,0,3,10,8.461538462
531,1.917635313,0.149088757,0.009090909,1,10,9.909090909
532,0,0,0,1,0,13
533,0.83236671,0.129788459,0,5,1,12.83333333
534,0,0,0,7,0,15
535,2.88083099,0.13790716,0,4,10,9.785714286
536,0,0,0,3,0,11.66666667
537,0,0,0,1,0,13
2168,0,0,0,10,0,13
2860,2.25740902,0.151780968,0,4,10,10.64285714
3221,0.85736784,0.148966885,0.012820513,3,10,10.38461538
3226,2.253409005,0.163385601,0.033333333,5,10,53.93333333
3830,0,0,0,3,0,15.66666667
3831,0,0,0,3,0,11.33333333
3832,0,0,0.011111111,10,0,16.9
3833,0,0,0,2,0,11
1804,5.548593082,0.149132888,0.003676471,7,10,10.35294118
1080,0,0,0,6,0,16.33333333
1767,8.247195005,0.147314288,0,14,10,14.83333333
1959,0.171863164,1,0.015151515,11,1,13.66666667
1960,0.012397366,1,0,1,1,11
1962,0.192327985,1,0,1,1,7.5
1963,0,0,0,6,0,14.33333333
1964,2.943267975,0.148383632,0,5,10,14.26666667
540,1.854043971,0.162258932,0.032967033,4,10,51.21428571
1055,0,0,0,11,0,18.90909091
1158,11.68683268,0.144444819,0,8,10,12.38888889
3843,0,0,0,8,0,26.125
3844,4.060038072,0.160228229,0.012820513,3,10,47.69230769
3845,4.740433337,0.162369668,0.00952381,5,10,44.53333333
3846,0,0,0,3,0,35
3847,2.155411314,0.143508202,0.007575758,2,10,44.33333333
1737,0,0,0,5,0,12.8
3848,0,0,0,2,0,13.5
3849,0,0,0,1,0,14
3850,0,0,0,6,0,20.16666667
3851,0,0,0,2,0,13.5
543,1.531455048,0.120134652,0.005494505,5,9,12.21428571
544,0,0,0,7,0,16.57142857
545,0,0,0,10,0,11.8
547,0,0,0,2,0,12
549,0.343700583,1,0.002631579,11,9,12.7
550,0.390946121,1,0.006410256,4,9,7.538461538
552,0,0,0,1,0,14
3275,2.908046965,0.145626116,0,4,10,10.14285714
3839,0,0,0,4,0,15
3840,0,0,0,2,0,15.5
3841,0,0,0.083333333,4,0,16
3842,0,0,0,5,0,13.8
1225,0,0,0.011111111,10,0,16.4
1246,0,0,0,6,0,16.83333333
4624,0,0,0,4,0,14
5251,0,0,0,12,0,12.5
5648,0,0,0,4,0,14.75
891,0,0,0,11,0,19
1024,0,0,0,3,0,14
1863,0,0,0,7,0,12.71428571
5429,0,0,0,8,0,12.25
5475,0,0,0,4,0,14.25
6500,0,0,0,3,0,12.66666667
6501,0,0,0,1,0,13
1206,3.691087588,0.138690977,0,4,10,7.785714286
2294,1.87805266,0.127003663,0.022058824,8,9,11.70588235
3158,0,0,0,3,0,11.33333333
3855,0,0,0,1,0,13
3856,0,0,0,5,0,12.2
1985,0,0,0.023809524,7,0,13
2739,0,0,0.033333333,6,0,13.16666667
3852,0,0,0,8,0,24
3853,0,0,0,6,0,11.66666667
616,0,0,0,10,0,12
1867,0,0,0,5,0,12.4
2469,7.574249064,0.157439065,0.00952381,11,10,13.23809524
2673,1.288587583,0.137971584,0,4,10,8.428571429
3858,3.875256755,0.159047018,0.003676471,7,10,42.64705882
3859,0,0,0,1,0,7
1316,2.746149095,0.137847233,0,9,10,15.10526316
2232,3.570569108,0.142926276,0,6,10,10.625
2621,0,0,0,9,0,13.44444444
3288,0,0,0,2,0,33
3860,0.19627432,0.119647971,0,2,5,10.57142857
3861,0,0,0,5,0,14.6
3862,0.210799132,0.13240068,0,1,1,13.5
658,5.828172635,0.15821265,0,9,9,11
762,0,0,0,6,0,12.16666667
2148,3.412466673,0.149952729,0,8,10,10.16666667
2897,0,0,0,14,0,12.57142857
3863,0,0,0,6,0,12.16666667
3864,0,0,0,7,0,11.57142857
2845,3.394040573,0.149876634,0.002631579,10,10,13.95
2935,0,0,0.023809524,7,0,13
3865,0,0,0,4,0,16
3866,0,0,0,2,0,13
3867,0,0,0,1,0,15
3868,1.636318018,0.147899363,0,2,9,20.54545455
3869,11.95915203,0.151282323,0.001422475,17,21,11.60526316
3870,0,0,0,1,0,15
1839,4.756890941,0.157003281,0,7,10,10.11764706
1971,0,0,0,7,0,13.71428571
2000,0,0,0,2,0,13
2214,0,0,0,11,0,16.09090909
2848,4.961354068,0.15,0.003267974,8,10,13.16666667
2849,1.203379083,0.140871711,0,3,10,21
3871,2.548575909,0.154260397,0,1,9,12.9
3872,4.46594011,0.147326957,0,5,10,9.8
3873,7.209353057,0.14636272,0,7,10,10
582,0.808960406,0.145004825,0,4,10,16.28571429
583,3.790325702,0.147927461,0.006410256,5,8,13.30769231
584,1.755505003,0.136181512,0,2,10,10.33333333
585,0.49666033,0.134111015,0,2,5,9.428571429
586,0,0,0,2,0,12.5
587,0,0,0.023809524,7,0,14.28571429
588,0,0,0,1,0,14
591,0.758028282,0.134077425,0,1,10,8.181818182
596,0,0,0,4,0,13.25
1010,0,0,0,7,0,13
2464,0,0,0.033333333,6,0,11.83333333
3874,1.73181663,0.157755143,0,3,10,40.15384615
3875,0,0,0,3,0,12
