AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
0,0,0,0,0,4,4,FALSE,7225,11.25,0,0,FALSE,0,7225,0
0,0,0,0,0,1,1,FALSE,7224,13,0,0,FALSE,0,7224,0
0,0,0,0,0,2,2,FALSE,7223,13,0,0,FALSE,0,7223,0
0,0,0,0,0,4,4,FALSE,7222,11.25,0,0,FALSE,0,7222,0
0,0,0,0,0,3,3,FALSE,7221,12.66666667,0,0,FALSE,0,7221,0
0,0,0,0,0,2,2,FALSE,7213,12,0,0,FALSE,0,7213,0
6.540105079,4.946455513,0.152902742,0,17,11,1,FALSE,7212,10.72727273,10,0,FALSE,0,7212,943447638
1,0.031722314,1,0,1,2,1,FALSE,7211,7.5,1,0,FALSE,0,7211,5785622
0,0,0,0,0,1,1,FALSE,7209,12,0,0,FALSE,0,7209,0
6.240396964,2.810783289,0.160246216,0.007575758,15,12,2,FALSE,7208,12.41666667,10,0,FALSE,0,7208,468135176
0,0,0,0,0,1,1,FALSE,7207,13,0,0,FALSE,0,7207,0
0,0,0,0,0,3,3,FALSE,7203,12.66666667,0,0,FALSE,0,7203,0
7.570694688,0.21290913,0.132088275,0,17,3,2,FALSE,7202,17,1,0,FALSE,0,7202,35990202
6.370811442,1.56727979,0.156965876,0,17,13,3,FALSE,7201,12.15384615,10,0,FALSE,0,7201,274404220
0,0,0,0,0,1,1,FALSE,7210,5,0,0,FALSE,0,7210,0
6.610624635,1.762035376,0.151271635,0,18,15,5,FALSE,7206,16.4,10,0,FALSE,0,7206,318607114
6.706713368,1.987982101,0.14910433,0,17,12,2,FALSE,7205,11.25,10,0,FALSE,0,7205,374113185
0,0,0,0,0,1,1,FALSE,7204,11,0,0,FALSE,0,7204,0
6.043782837,1.015057951,0.165459287,0,16,11,1,FALSE,7198,14,10,0,FALSE,0,7198,178331383
1,0.066636042,1,0,1,8,4,FALSE,7197,10.625,4,0,FALSE,0,7197,9970921
6.67834209,0.986276268,0.149737762,0,18,11,1,FALSE,7196,8.636363636,10,0,FALSE,0,7196,173992538
0,0,0,0,0,5,5,FALSE,7195,12.4,0,0,FALSE,0,7195,0
0,0,0,0,0,1,1,FALSE,7194,11,0,0,FALSE,0,7194,0
0,0,0,0,0,2,2,FALSE,7193,10.5,0,0,FALSE,0,7193,0
8.495271454,0.070467985,0.117712542,0,19,2,1,FALSE,7200,14.5,1,0,FALSE,0,7200,12785942
0,0,0,0,0,1,1,FALSE,7199,13,0,0,FALSE,0,7199,0
6.655691769,1.517972392,0.150247342,0,16,10,3,FALSE,7188,12.3,7,0,FALSE,0,7188,289111395
0,0,0,0,0,1,1,FALSE,7187,14,0,0,FALSE,0,7187,0
1,0.013823887,1,0,1,2,1,FALSE,7186,9,1,0,FALSE,0,7186,2751263
0,0,0,0,0,2,2,FALSE,7185,13.5,0,0,FALSE,0,7185,0
0,0,0,0,0,2,2,FALSE,7184,13.5,0,0,FALSE,0,7184,0
0,0,0,0,0,2,2,FALSE,7183,13.5,0,0,FALSE,0,7183,0
7.630472855,0.17802987,0.131053477,0,18,3,2,FALSE,7192,14,1,0,FALSE,0,7192,34271405
6.332632808,1.987113138,0.157912203,0,16,13,3,FALSE,7191,10.84615385,10,0,FALSE,0,7191,353394081
6.983070636,0.772593283,0.143203478,0,18,11,1,FALSE,7190,8.454545455,10,0,FALSE,0,7190,142162512
0,0,0,0,0,1,1,FALSE,7179,11,0,0,FALSE,0,7179,0
0,0,0,0,0,2,2,FALSE,7177,13,0,0,FALSE,0,7177,0
7.430589609,0.941014561,0.134578822,0,17,2,1,FALSE,7176,11.5,1,0,FALSE,0,7176,160561634
6.58096906,1.756816184,0.151953305,0,16,10,1,FALSE,7175,8.9,9,0,FALSE,0,7175,301532794
7.165907764,1.343793306,0.139549661,0.005494505,18,14,4,FALSE,7680,9.928571429,10,0,FALSE,0,7680,253690736
0,0,0,0,0,6,6,FALSE,7541,11.33333333,0,0,FALSE,0,7541,0
6.778166959,1.534760424,0.147532512,0,18,15,5,FALSE,7279,19.8,10,0,FALSE,0,7279,278834593
0,0,0,0,0,1,1,FALSE,7171,13,0,0,FALSE,0,7171,0
7.148394629,0.112435172,0.139891549,0,18,2,1,FALSE,7170,14.5,1,0,FALSE,0,7170,21130433
0,0,0,0,0,2,2,FALSE,7166,11,0,0,FALSE,0,7166,0
6.598598949,0.32712639,0.151547322,0,16,11,1,FALSE,7165,11.90909091,10,0,FALSE,0,7165,54163129
7.651955633,0.851239939,0.130685546,0,17,14,4,FALSE,7164,9.785714286,10,0,FALSE,0,7164,151427667
6.151663748,0.720889766,0.16255765,0,17,11,1,FALSE,7163,44.63636364,10,0,FALSE,0,7163,128111508
6.670519556,0.627793378,0.14991336,0,17,11,1,FALSE,7168,8.181818182,10,0,FALSE,0,7168,108729880
0,0,0,0,0,1,1,FALSE,7167,13,0,0,FALSE,0,7167,0
6.449737303,1.383699225,0.155045074,0.011111111,17,10,1,FALSE,7162,12.1,9,0,FALSE,0,7162,234605676
0,0,0,0,0,1,1,FALSE,7169,16,0,0,FALSE,0,7169,0
6.469352014,5.649025666,0.154574986,0,18,13,3,FALSE,7161,11.46153846,10,0,FALSE,0,7161,987193087
6.946176299,0.393216623,0.143964097,0.007575758,17,12,2,FALSE,7160,13.25,10,0,FALSE,0,7160,75790480
0,0,0,0,0,1,1,FALSE,7159,11,0,0,FALSE,0,7159,0
0,0,0,0,0,1,1,FALSE,7158,11,0,0,FALSE,0,7158,0
0,0,0,0,0,1,1,FALSE,7157,11,0,0,FALSE,0,7157,0
1,3.22E-04,1,0,1,2,1,FALSE,7156,11.5,1,0,FALSE,0,7156,67342
0,0,0,0,0,1,1,FALSE,7155,13,0,0,FALSE,0,7155,0
0,0,0,0,0,2,2,FALSE,7154,11,0,0,FALSE,0,7154,0
0,0,0,0,0,3,3,FALSE,7153,11.66666667,0,0,FALSE,0,7153,0
0,0,0,0,0,2,2,FALSE,7152,11.5,0,0,FALSE,0,7152,0
6.370928196,0.815743342,0.156963,0,17,11,1,FALSE,7151,9.727272727,10,0,FALSE,0,7151,135626977
7.255575015,0.355677794,0.137825051,0,16,12,2,FALSE,7150,8.333333333,10,0,FALSE,0,7150,66210484
0,0,0,0,0,1,1,FALSE,7144,12,0,0,FALSE,0,7144,0
0,0,0,0,0,1,1,FALSE,7143,12,0,0,FALSE,0,7143,0
0,0,0,0,0,2,2,FALSE,7142,12,0,0,FALSE,0,7142,0
0,0,0,0,0,2,2,FALSE,7141,14.5,0,0,FALSE,0,7141,0
6.736952715,2.201168052,0.148435063,0,16,15,5,FALSE,7140,9.066666667,10,0,FALSE,0,7140,389207702
0,0,0,0,0,1,1,FALSE,7149,12,0,0,FALSE,0,7149,0
6.101459428,2.670422069,0.163895214,0,15,13,3,FALSE,7148,12.07692308,10,0,FALSE,0,7148,482675647
6.442498541,3.793623689,0.155219282,0,18,12,2,FALSE,7147,8.916666667,10,0,FALSE,0,7147,753564815
6.230706363,1.962299223,0.160495447,0,15,11,1,FALSE,7146,12.18181818,10,0,FALSE,0,7146,352073331
6.698890835,1.252638222,0.149278444,0,16,11,1,FALSE,7145,11.36363636,10,0,FALSE,0,7145,224452210
0,0,0,0,0,1,1,FALSE,7139,15,0,0,FALSE,0,7139,0
0,0,0,0,0,1,1,FALSE,7138,15,0,0,FALSE,0,7138,0
0,0,0,0,0,1,1,FALSE,7137,15,0,0,FALSE,0,7137,0
0,0,0,0,0,1,1,FALSE,7136,15,0,0,FALSE,0,7136,0
0,0,0,0,0,1,1,FALSE,7135,12,0,0,FALSE,0,7135,0
0,0,0,0,0,1,1,FALSE,7134,12,0,0,FALSE,0,7134,0
7.562521891,0.422432722,0.132231022,0,17,5,4,FALSE,7133,12.8,1,0,FALSE,0,7133,72361405
1,0.036032025,1,0,1,2,1,FALSE,7132,8,1,0,FALSE,0,7132,7241537
6.363455925,1.274056795,0.157147313,0,15,12,2,FALSE,7125,12.41666667,10,0,FALSE,0,7125,232291703
0,0,0,0,0,2,2,FALSE,7124,12.5,0,0,FALSE,0,7124,0
0,0,0,0,0,3,3,FALSE,7123,12,0,0,FALSE,0,7123,0
0,0,0,0,0,2,2,FALSE,7122,12.5,0,0,FALSE,0,7122,0
7.110215995,1.46660367,0.140642703,0,17,15,5,FALSE,7121,11,10,0,FALSE,0,7121,260996314
0,0,0,0,0,3,3,FALSE,7120,12,0,0,FALSE,0,7120,0
0,0,0,0,0,2,2,FALSE,7119,12,0,0,FALSE,0,7119,0
0,0,0,0,0,3,3,FALSE,7118,12.66666667,0,0,FALSE,0,7118,0
6.218680677,2.83649494,0.160805813,0,17,13,3,FALSE,7117,11.07692308,10,0,FALSE,0,7117,527505443
6.959953298,1.410955974,0.143679125,0,18,12,2,FALSE,7113,9.166666667,10,0,FALSE,0,7113,289292059
0,0,0,0,0,1,1,FALSE,7126,11,0,0,FALSE,0,7126,0
0,0,0,0,0,1,1,FALSE,7116,14,0,0,FALSE,0,7116,0
6.3186223,1.435745891,0.158262348,0,17,12,2,FALSE,7115,13.08333333,10,0,FALSE,0,7115,260640363
0,0,0,0,0,1,1,FALSE,7107,16,0,0,FALSE,0,7107,0
0,0,0,0,0,1,1,FALSE,7111,11,0,0,FALSE,0,7111,0
0,0,0,0,0,2,2,FALSE,7110,12,0,0,FALSE,0,7110,0
6.727962639,0.91648373,0.148633406,0,16,13,3,FALSE,7109,10.69230769,10,0,FALSE,0,7109,164961430
6.575948628,0.712631018,0.152069314,0,15,11,1,FALSE,7108,8.090909091,10,0,FALSE,0,7108,126329599
6.976298891,2.147639174,0.143342482,0,18,15,6,FALSE,7539,10.4,9,0,FALSE,0,7539,420855197
0,0,0,0,0,5,5,FALSE,7428,11.6,0,0,FALSE,0,7428,0
0,0,0,0,0,5,5,FALSE,7106,11.2,0,0,FALSE,0,7106,0
6.360887332,1.794127186,0.157210771,0.007575758,16,12,2,FALSE,7105,10.58333333,10,0,FALSE,0,7105,300984768
0,0,0,0,0,3,3,FALSE,7103,10.66666667,0,0,FALSE,0,7103,0
6.214944542,1.576292327,0.160902482,0,16,11,1,FALSE,7101,9.363636364,10,0,FALSE,0,7101,295016011
6.941973147,1.305752071,0.144051263,0,18,12,3,FALSE,7100,12.33333333,9,0,FALSE,0,7100,234323796
7.32084063,0.446691026,0.136596335,0.005494505,19,14,4,FALSE,7102,13.42857143,10,0,FALSE,0,7102,71929176
0,0,0,0,0,4,4,FALSE,7099,12.75,0,0,FALSE,0,7099,0
7.762054874,0.16535552,0.128831864,0,18,2,1,FALSE,7098,13.5,1,0,FALSE,0,7098,29235338
0,0,0,0,0,1,1,FALSE,7097,14,0,0,FALSE,0,7097,0
7.399065966,0.907002819,0.135152194,0,18,12,2,FALSE,7863,14.75,10,0,FALSE,0,7863,174288832
7.117688266,1.54671906,0.140495054,0,16,11,1,FALSE,7862,9,10,0,FALSE,0,7862,263664476
0,0,0,0.166666667,0,3,3,FALSE,7096,12.33333333,0,0,FALSE,0,7096,0
0,0,0,0,0,1,1,FALSE,7095,10,0,0,FALSE,0,7095,0
0,0,0,0,0,1,1,FALSE,7094,10,0,0,FALSE,0,7094,0
0,0,0,0,0,1,1,FALSE,7088,2,0,0,FALSE,0,7088,0
0,0,0,0,0,3,3,FALSE,7089,26.66666667,0,0,FALSE,0,7089,0
7.852305896,0.760674985,0.127351126,0,19,10,1,FALSE,7087,7.8,9,0,FALSE,0,7087,136636949
0,0,0,0,0,2,2,FALSE,7086,10.5,0,0,FALSE,0,7086,0
0,0,0,0,0,1,1,FALSE,7085,13,0,0,FALSE,0,7085,0
0,0,0,0,0,2,2,FALSE,7084,11.5,0,0,FALSE,0,7084,0
8.405812325,0.019460438,0.118965302,0,20,10,1,FALSE,7083,7.3,9,0,FALSE,0,7083,2849029
0,0,0,0,0,1,1,FALSE,7082,12,0,0,FALSE,0,7082,0
0,0,0,0,0,1,1,FALSE,7081,12,0,0,FALSE,0,7081,0
8.099708114,1.214503954,0.123461239,0,19,14,4,FALSE,7080,9.071428571,10,0,FALSE,0,7080,216270852
0,0,0,0,0,4,4,FALSE,7079,12.75,0,0,FALSE,0,7079,0
0,0,0,0,0,2,2,FALSE,7078,13,0,0,FALSE,0,7078,0
6.773146527,0.47155156,0.147641867,0.011111111,17,10,1,FALSE,7077,12.6,9,0,FALSE,0,7077,80014627
6.467016929,0.145035625,0.1546308,0,17,11,1,FALSE,7076,11.90909091,10,0,FALSE,0,7076,31948785
0,0,0,0,0,1,1,FALSE,7075,11,0,0,FALSE,0,7075,0
0,0,0,0,0,3,3,FALSE,7073,11,0,0,FALSE,0,7073,0
0,0,0,0,0,2,2,FALSE,7072,11.5,0,0,FALSE,0,7072,0
0,0,0,0,0,1,1,FALSE,7071,11,0,0,FALSE,0,7071,0
6.75283129,0.803864293,0.148086033,0,17,8,3,FALSE,7070,13,5,0,FALSE,0,7070,152295115
0,0,0,0,0,1,1,FALSE,7069,12,0,0,FALSE,0,7069,0
6.093870403,1.297300576,0.164099322,0.002631579,14,20,3,FALSE,7068,11.3,17,0,FALSE,0,7068,217598366
0,0,0,0,0,1,1,FALSE,7062,11,0,0,FALSE,0,7062,0
7.718038529,0.231649756,0.129566599,0,19,6,1,FALSE,7060,9.666666667,5,0,FALSE,0,7060,43716752
6.055575015,1.694245206,0.165137084,0.042857143,17,15,5,FALSE,8446,49.86666667,10,0,FALSE,0,8446,340446541
0,0,0,0,0,2,2,FALSE,7059,11,0,0,FALSE,0,7059,0
0,0,0,0,0,6,6,FALSE,7058,15,0,0,FALSE,0,7058,0
6.739054291,5.214339305,0.148388773,0,17,12,2,FALSE,7056,8.916666667,10,0,FALSE,0,7056,1004808511
7.131698774,0.873811199,0.140219046,0,17,12,2,FALSE,7055,8.416666667,10,0,FALSE,0,7055,155273156
0,0,0,0,0,4,4,FALSE,7054,10.5,0,0,FALSE,0,7054,0
0,0,0,0,0,1,1,FALSE,7053,11,0,0,FALSE,0,7053,0
8.109632224,0.051551313,0.123310154,0,19,3,1,FALSE,7052,12.66666667,2,0,FALSE,0,7052,8945651
6.287915937,1.65403497,0.159035205,0,16,12,2,FALSE,7050,12.25,10,0,FALSE,0,7050,304906793
0,0,0,0,0,3,3,FALSE,7049,7.666666667,0,0,FALSE,0,7049,0
7.988791594,1.043694983,0.125175377,0,19,12,3,FALSE,7048,7.166666667,9,0,FALSE,0,7048,185232978
6.558318739,1.628751447,0.152478103,0,18,13,3,FALSE,7047,7.923076923,10,0,FALSE,0,7047,287670087
0,0,0,0,0,2,2,FALSE,7046,10.5,0,0,FALSE,0,7046,0
0,0,0,0,0,3,3,FALSE,7045,11.66666667,0,0,FALSE,0,7045,0
0,0,0,0,0,3,3,FALSE,7037,11,0,0,FALSE,0,7037,0
1,1.923279855,1,0,1,13,3,FALSE,7036,3.615384615,10,0,FALSE,0,7036,348510920
6.291885581,1.092211733,0.158934867,0,14,12,2,FALSE,7035,14.75,10,0,FALSE,0,7035,207372172
6.690134267,2.95452204,0.149473831,0,16,11,2,FALSE,7034,9.636363636,9,0,FALSE,0,7034,527861622
0,0,0,0,0,1,1,FALSE,7040,11,0,0,FALSE,0,7040,0
0,0,0,0,0,2,2,FALSE,7039,12,0,0,FALSE,0,7039,0
6.76357268,0.988361292,0.147850854,0,17,11,2,FALSE,7033,17.54545455,9,0,FALSE,0,7033,179445926
0,0,0,0,0,1,1,FALSE,7032,11,0,0,FALSE,0,7032,0
0,0,0,0,0,1,1,FALSE,7031,11,0,0,FALSE,0,7031,0
1,0.136595028,1,0,1,4,3,FALSE,7030,9.25,1,0,FALSE,0,7030,24162346
0,0,0,0,0,2,2,FALSE,7029,12,0,0,FALSE,0,7029,0
0,0,0,0,0,1,1,FALSE,7933,3,0,0,FALSE,0,7933,0
0,0,0,0,0,1,1,FALSE,7028,15,0,0,FALSE,0,7028,0
5.983654407,3.227900696,0.167121951,0,17,13,3,FALSE,7027,14.69230769,10,0,FALSE,0,7027,613625790
0,0,0,0,0,1,1,FALSE,7026,11,0,0,FALSE,0,7026,0
1,0.022292368,1,0,1,5,4,FALSE,7025,10.4,1,0,FALSE,0,7025,3629400
6.700058377,3.755297375,0.149252431,0.015151515,16,12,2,FALSE,7024,8.833333333,10,0,FALSE,0,7024,715742075
0,0,0,0,0,4,4,FALSE,7023,10.75,0,0,FALSE,0,7023,0
0,0,0,0,0,1,1,FALSE,7020,14,0,0,FALSE,0,7020,0
0,0,0,0,0,1,1,FALSE,7011,14,0,0,FALSE,0,7011,0
1,0.026553087,1,0,1,2,1,FALSE,7010,8,1,0,FALSE,0,7010,4718733
0,0,0,0,0,1,1,FALSE,7009,11,0,0,FALSE,0,7009,0
1,0.018069443,1,0,1,4,3,FALSE,7008,10,1,0,FALSE,0,7008,3130021
0,0,0,0,0,3,3,FALSE,7006,12,0,0,FALSE,0,7006,0
1,0.014446415,1,0,1,3,2,FALSE,7005,11.33333333,1,0,FALSE,0,7005,2709092
0,0,0,0,0,1,1,FALSE,7019,46,0,0,FALSE,0,7019,0
0,0,0,0,0,3,3,FALSE,7018,22.66666667,0,0,FALSE,0,7018,0
0,0,0,0,0,2,2,FALSE,7017,28.5,0,0,FALSE,0,7017,0
0,0,0,0,0,1,1,FALSE,7015,46,0,0,FALSE,0,7015,0
0,0,0,0,0,1,1,FALSE,7014,46,0,0,FALSE,0,7014,0
0,0,0,0,0,1,1,FALSE,7013,46,0,0,FALSE,0,7013,0
6.750029189,2.431577751,0.148147508,0,17,11,1,FALSE,7012,11.81818182,10,0,FALSE,0,7012,444904045
0,0,0,0,0,1,1,FALSE,7004,11,0,0,FALSE,0,7004,0
0,0,0,0,0,2,2,FALSE,7003,12,0,0,FALSE,0,7003,0
0,0,0,0,0,1,1,FALSE,7002,11,0,0,FALSE,0,7002,0
7.439579685,1.123658554,0.134416196,0,19,12,2,FALSE,7001,7.083333333,10,0,FALSE,0,7001,189749154
0,0,0,0,0,3,3,FALSE,7000,9.666666667,0,0,FALSE,0,7000,0
0,0,0,0,0,1,1,FALSE,6999,11,0,0,FALSE,0,6999,0
0,0,0,0,0,3,3,FALSE,6995,11.33333333,0,0,FALSE,0,6995,0
0,0,0,0,0,1,1,FALSE,6993,12,0,0,FALSE,0,6993,0
6.377583187,4.165652033,0.156799209,0,16,12,2,FALSE,6994,10.33333333,10,0,FALSE,0,6994,723980039
0,0,0,0,0,2,2,FALSE,6991,11.5,0,0,FALSE,0,6991,0
0,0,0,0,0,2,2,FALSE,6990,13,0,0,FALSE,0,6990,0
0,0,0,0,0,1,1,FALSE,6989,12,0,0,FALSE,0,6989,0
6.575364857,1.166660181,0.152082815,0,17,12,2,FALSE,6998,15.08333333,10,0,FALSE,0,6998,206454832
0,0,0,0,0,1,1,FALSE,6997,11,0,0,FALSE,0,6997,0
6.853356684,1.07818762,0.1459139,0,15,11,1,FALSE,6988,7,10,0,FALSE,0,6988,189698407
6.80910683,2.867022148,0.14686214,0,15,12,2,FALSE,6987,9.833333333,10,0,FALSE,0,6987,510715553
0,0,0,0,0,4,4,FALSE,6986,11.25,0,0,FALSE,0,6986,0
1,0.085795994,1,0,1,4,1,FALSE,6996,8.25,3,0,FALSE,0,6996,18335339
7.485464098,1.809413686,0.133592251,0,16,11,2,FALSE,8368,7,9,0,FALSE,0,8368,343650155
6.646234676,3.134802202,0.150461133,0,15,12,2,FALSE,8367,8.833333333,10,0,FALSE,0,8367,587944750
10.00782253,0.033829446,0.099921836,0,20,2,1,FALSE,8366,13.5,1,0,FALSE,0,8366,6911893
6.214477525,7.327282498,0.160914573,0,16,13,3,FALSE,8253,14.30769231,10,0,FALSE,0,8253,1331248548
1,0.011255464,1,0,1,2,1,FALSE,6984,9,1,0,FALSE,0,6984,1991155
6.572329247,1.080682372,0.152153059,0,18,11,1,FALSE,6983,39.09090909,10,0,FALSE,0,6983,208810161
0,0,0,0,0,1,1,FALSE,6985,2,0,0,FALSE,0,6985,0
0,0,0,0,0,1,1,FALSE,6982,10,0,0,FALSE,0,6982,0
6.972913018,0.657395851,0.143412086,0,17,11,1,FALSE,6981,9.272727273,10,0,FALSE,0,6981,119950374
0,0,0,0,0,1,1,FALSE,7038,9,0,0,FALSE,0,7038,0
6.655107998,1.250288625,0.150260522,0,18,11,1,FALSE,6969,11.18181818,10,0,FALSE,0,6969,209714304
0,0,0,0,0,1,1,FALSE,6968,13,0,0,FALSE,0,6968,0
0,0,0,0,0,1,1,FALSE,6965,12,0,0,FALSE,0,6965,0
6.551663748,2.04469507,0.152632986,0,16,12,3,FALSE,6964,10.08333333,9,0,FALSE,0,6964,351689050
0,0,0,0,0,2,2,FALSE,6962,10.5,0,0,FALSE,0,6962,0
0,0,0,0,0,4,4,FALSE,6967,21.25,0,0,FALSE,0,6967,0
7.118505546,1.385401718,0.140478924,0.009090909,19,11,1,FALSE,6966,7.363636364,10,0,FALSE,0,6966,243302469
0,0,0,0,0,2,2,FALSE,6961,11,0,0,FALSE,0,6961,0
0,0,0,0,0,1,1,FALSE,6963,5,0,0,FALSE,0,6963,0
0,0,0,0,0,3,3,FALSE,6959,10,0,0,FALSE,0,6959,0
7.26316404,1.722051511,0.137681043,0,17,13,4,FALSE,6958,9.615384615,9,0,FALSE,0,6958,319188853
6.616579101,0.926432348,0.151135501,0,18,11,1,FALSE,6957,11.81818182,10,0,FALSE,0,6957,160068596
6.216112084,1.448398794,0.16087226,0,17,11,1,FALSE,6956,12.27272727,10,0,FALSE,0,6956,267673223
7.034442499,0.407200953,0.142157676,0,18,11,1,FALSE,6955,10.09090909,10,0,FALSE,0,6955,86909016
8.229772329,0.16659411,0.121510044,0,18,3,2,FALSE,6954,13,1,0,FALSE,0,6954,25500931
6.153998832,0.623965571,0.162495968,0,17,11,1,FALSE,6953,11.36363636,10,0,FALSE,0,6953,108785901
7.290718039,0.246539487,0.137160701,0,18,11,2,FALSE,6952,8.181818182,9,0,FALSE,0,6952,42881546
0,0,0,0,0,4,4,FALSE,6951,13.5,0,0,FALSE,0,6951,0
0,0,0,0,0,1,1,FALSE,6950,15,0,0,FALSE,0,6950,0
0,0,0,0,0,2,2,FALSE,6949,13.5,0,0,FALSE,0,6949,0
0,0,0,0.5,0,2,2,FALSE,6948,30.5,0,0,FALSE,0,6948,0
0,0,0,0,0,1,1,FALSE,6946,14,0,0,FALSE,0,6946,0
6.117338004,1.24532851,0.163469797,0,16,11,1,FALSE,6945,11.36363636,10,0,FALSE,0,6945,206587541
0,0,0,0,0,3,3,FALSE,6979,17.33333333,0,0,FALSE,0,6979,0
0,0,0,0,0,2,2,FALSE,6978,21.5,0,0,FALSE,0,6978,0
0,0,0,0,0,2,2,FALSE,6977,20,0,0,FALSE,0,6977,0
0,0,0,0,0,1,1,FALSE,6976,30,0,0,FALSE,0,6976,0
6.775014594,0.950113281,0.147601158,0,18,11,1,FALSE,6975,9.818181818,10,0,FALSE,0,6975,163977399
0,0,0,0,0,1,1,FALSE,6974,30,0,0,FALSE,0,6974,0
0,0,0,0,0,1,1,FALSE,6972,30,0,0,FALSE,0,6972,0
0,0,0,0,0,1,1,FALSE,6971,30,0,0,FALSE,0,6971,0
8.28966725,0.207332901,0.120632104,0,19,11,1,FALSE,6970,9.545454545,10,0,FALSE,0,6970,34578929
5.941973147,1.152901627,0.168294264,0.007575758,17,12,2,FALSE,6947,16.83333333,10,0,FALSE,0,6947,228470108
0,0,0,0,0,1,1,FALSE,6943,12,0,0,FALSE,0,6943,0
0,0,0,0.166666667,0,3,3,FALSE,6941,11.33333333,0,0,FALSE,0,6941,0
0,0,0,0,0,1,1,FALSE,6942,14,0,0,FALSE,0,6942,0
6.542089901,1.897322403,0.152856353,0,17,12,2,FALSE,6944,10.08333333,10,0,FALSE,0,6944,337427687
0,0,0,0,0,1,1,FALSE,6940,13,0,0,FALSE,0,6940,0
0,0,0,0,0,1,1,FALSE,6939,13,0,0,FALSE,0,6939,0
0,0,0,0,0,2,2,FALSE,6938,12,0,0,FALSE,0,6938,0
6.249036778,2.342679318,0.160024662,0,17,12,2,FALSE,6932,10.08333333,10,0,FALSE,0,6932,448496346
0,0,0,0,0,1,1,FALSE,6931,10,0,0,FALSE,0,6931,0
8.464214828,0.117390503,0.118144449,0,19,3,2,FALSE,6930,35,1,0,FALSE,0,6930,22038588
9.999766492,0.206191529,0.100002335,0.011111111,20,10,1,FALSE,6933,7.1,9,0,FALSE,0,6933,35835096
6.723292469,1.125977263,0.14873665,0,15,13,3,FALSE,6928,14.15384615,10,0,FALSE,0,6928,203070548
0,0,0,0,0,2,2,FALSE,6927,12.5,0,0,FALSE,0,6927,0
0,0,0,0,0,2,2,FALSE,6926,11.5,0,0,FALSE,0,6926,0
0,0,0,0,0,1,1,FALSE,6925,12,0,0,FALSE,0,6925,0
6.687682428,2.011212661,0.149528631,0.005494505,17,14,4,FALSE,6924,10.28571429,10,0,FALSE,0,6924,382702381
0,0,0,0,0,2,2,FALSE,6923,13.5,0,0,FALSE,0,6923,0
1,0.010101585,1,0,1,3,1,FALSE,6922,13.66666667,2,0,FALSE,0,6922,1804809
6.210040864,2.487038645,0.161029536,0.009803922,16,18,8,FALSE,8099,12.83333333,10,0,FALSE,0,8099,393903291
6.758201985,0.863641368,0.14796835,0,16,12,2,FALSE,6937,14,10,0,FALSE,0,6937,144435026
0,0,0,0,0,1,1,FALSE,6921,13,0,0,FALSE,0,6921,0
6.119206071,3.752612861,0.163419893,0,16,13,3,FALSE,6929,13.15384615,10,0,FALSE,0,6929,628403281
0,0,0,0,0,1,1,FALSE,6920,15,0,0,FALSE,0,6920,0
6.57267951,5.797068637,0.152144951,0.006410256,18,13,3,FALSE,6919,15,10,0,FALSE,0,6919,995102974
6.408990076,1.46326529,0.156030824,0,16,11,1,FALSE,6918,9.636363636,10,0,FALSE,0,6918,261526865
0,0,0,0,0,1,1,FALSE,6917,12,0,0,FALSE,0,6917,0
6.279859895,0.504803626,0.159239221,0.018181818,16,11,1,FALSE,6916,15.36363636,10,0,FALSE,0,6916,95515043
0,0,0,0,0,2,2,FALSE,6915,14,0,0,FALSE,0,6915,0
0,0,0,0,0,2,2,FALSE,6914,14,0,0,FALSE,0,6914,0
0,0,0,0,0,2,2,FALSE,6913,14,0,0,FALSE,0,6913,0
0,0,0,0,0,2,2,FALSE,6912,14,0,0,FALSE,0,6912,0
0,0,0,0,0,2,2,FALSE,6911,14,0,0,FALSE,0,6911,0
0,0,0,0,0,2,2,FALSE,6910,14,0,0,FALSE,0,6910,0
0,0,0,0,0,3,3,FALSE,6909,11.33333333,0,0,FALSE,0,6909,0
6.541272621,1.445987219,0.152875451,0,17,11,1,FALSE,6908,10,10,0,FALSE,0,6908,238117893
1,0.025371789,1,0,1,4,1,FALSE,6907,5.75,3,0,FALSE,0,6907,3763313
0,0,0,0,0,2,2,FALSE,6906,11.5,0,0,FALSE,0,6906,0
0,0,0,0,0,1,1,FALSE,6905,11,0,0,FALSE,0,6905,0
0,0,0,0,0,3,3,FALSE,6904,13.33333333,0,0,FALSE,0,6904,0
6.716987741,1.86089157,0.148876258,0.005494505,18,14,4,FALSE,6903,15.14285714,10,0,FALSE,0,6903,337253784
0,0,0,0,0,1,1,FALSE,6902,15,0,0,FALSE,0,6902,0
0,0,0,0,0,1,1,FALSE,6900,15,0,0,FALSE,0,6900,0
6.748511384,2.057204597,0.148180827,0,18,12,3,FALSE,6899,11.75,9,0,FALSE,0,6899,357924069
0,0,0,0,0,1,1,FALSE,6896,11,0,0,FALSE,0,6896,0
6.370577933,0.779709952,0.15697163,0.037878788,17,12,2,FALSE,6895,58.83333333,10,0,FALSE,0,6895,146727021
